period_start,period,purchase_bid,sell_bid,mcv,mcp,final_scheduled_volume
2026-02-15 05:00:00,05:00 - 05:15,17093.9,24295.9,9131.0,3000.01,9131.0
2026-02-15 05:15:00,05:15 - 05:30,17108.7,22401.7,8762.69,3269.22,8762.69
2026-02-15 05:30:00,05:30 - 05:45,17265.0,19302.0,8760.1,3419.46,8760.1
2026-02-15 05:45:00,05:45 - 06:00,17467.6,18451.0,8915.89,3419.53,8915.89
2026-02-15 06:00:00,06:00 - 06:15,16866.3,15469.7,8431.3,3690.85,8431.3
2026-02-15 06:15:00,06:15 - 06:30,17037.2,14204.8,8305.98,3849.09,8305.98
2026-02-15 06:30:00,06:30 - 06:45,18056.3,13488.7,8712.5,4200.98,8712.5
2026-02-15 06:45:00,06:45 - 07:00,19006.0,14064.8,9494.4,4500.3,9494.4
2026-02-15 07:00:00,07:00 - 07:15,21130.2,14920.0,10726.69,5023.57,10726.69
2026-02-15 07:15:00,07:15 - 07:30,21877.0,14493.7,11053.08,7599.02,11053.08
2026-02-15 07:30:00,07:30 - 07:45,22305.5,14445.0,11358.61,7599.55,11358.61
2026-02-15 07:45:00,07:45 - 08:00,21945.1,14850.3,11185.37,5826.64,11185.37
2026-02-15 08:00:00,08:00 - 08:15,21514.9,16469.5,11547.9,4505.27,11547.9
2026-02-15 08:15:00,08:15 - 08:30,20007.1,17420.9,10761.1,3931.9,10761.1
2026-02-15 08:30:00,08:30 - 08:45,18397.3,16273.2,9732.0,3510.57,9732.0
2026-02-15 08:45:00,08:45 - 09:00,18016.3,18316.6,10348.9,2790.84,10348.9
2026-02-15 09:00:00,09:00 - 09:15,17352.7,18176.3,10607.4,2981.56,10607.4
2026-02-15 09:15:00,09:15 - 09:30,18902.9,20530.5,11340.16,2856.03,11340.16
2026-02-15 09:30:00,09:30 - 09:45,17877.6,20961.9,11204.8,2550.84,11204.8
2026-02-15 09:45:00,09:45 - 10:00,14026.2,20020.7,9892.8,2329.54,9892.8
2026-02-15 10:00:00,10:00 - 10:15,13986.9,22679.9,10563.78,1769.92,10563.78
2026-02-15 10:15:00,10:15 - 10:30,13439.4,24083.4,9965.94,1649.08,9965.94
2026-02-15 10:30:00,10:30 - 10:45,14362.1,26606.9,10806.25,1800.17,10806.25
2026-02-15 10:45:00,10:45 - 11:00,13685.5,26797.1,9825.9,2010.95,9825.9
2026-02-15 11:00:00,11:00 - 11:15,13929.0,30061.0,10059.1,2010.28,10059.1
2026-02-15 11:15:00,11:15 - 11:30,14578.2,33028.6,10383.92,1800.75,10383.92
2026-02-15 11:30:00,11:30 - 11:45,14652.3,35106.3,10786.24,1800.11,10786.24
2026-02-15 11:45:00,11:45 - 12:00,14948.2,36953.1,10787.03,1799.06,10787.03
2026-02-15 12:00:00,12:00 - 12:15,13645.4,39414.4,10542.19,1698.26,10542.19
2026-02-15 12:15:00,12:15 - 12:30,13970.9,41435.1,10872.13,1799.11,10872.13
2026-02-15 12:30:00,12:30 - 12:45,14054.4,42813.0,10913.12,1760.86,10913.12
2026-02-15 12:45:00,12:45 - 13:00,13725.2,44078.9,10770.04,1702.31,10770.04
2026-02-15 13:00:00,13:00 - 13:15,13823.2,46472.5,10677.2,1500.35,10677.2
2026-02-15 13:15:00,13:15 - 13:30,13524.2,46946.4,10655.33,1419.22,10655.33
2026-02-15 13:30:00,13:30 - 13:45,13351.6,46955.7,10590.3,1300.98,10590.3
2026-02-15 13:45:00,13:45 - 14:00,13100.9,46682.8,10211.99,1500.28,10211.99
2026-02-15 14:00:00,14:00 - 14:15,13826.5,42568.0,9750.27,1940.51,9750.27
2026-02-15 14:15:00,14:15 - 14:30,13709.8,42061.4,9626.24,1993.33,9626.24
2026-02-15 14:30:00,14:30 - 14:45,13684.6,40860.7,9424.01,2000.42,9424.01
2026-02-15 14:45:00,14:45 - 15:00,13788.1,40835.9,9209.4,1784.63,9209.4
2026-02-15 15:00:00,15:00 - 15:15,12718.4,36626.8,8503.8,2097.63,8503.8
2026-02-15 15:15:00,15:15 - 15:30,12615.7,35174.8,8544.9,2199.27,8544.9
2026-02-15 15:30:00,15:30 - 15:45,12915.5,32453.2,8132.5,2220.97,8132.5
2026-02-15 15:45:00,15:45 - 16:00,12397.2,30941.8,8285.2,2220.1,8285.2
2026-02-15 16:00:00,16:00 - 16:15,12306.9,27938.2,8183.7,2220.72,8183.7
2026-02-15 16:15:00,16:15 - 16:30,11770.9,25917.5,7844.2,2199.26,7844.2
2026-02-15 16:30:00,16:30 - 16:45,11861.5,25213.6,7949.6,2010.26,7949.6
2026-02-15 16:45:00,16:45 - 17:00,11841.8,23629.7,7754.1,2199.07,7754.1
2026-02-15 17:00:00,17:00 - 17:15,10956.8,22775.7,7659.5,2199.73,7659.5
2026-02-15 17:15:00,17:15 - 17:30,10874.8,22159.0,7602.8,2280.52,7602.8
2026-02-15 17:30:00,17:30 - 17:45,11057.0,20858.5,7404.8,2519.7,7404.8
2026-02-15 17:45:00,17:45 - 18:00,11390.0,20818.7,7385.2,2800.97,7385.2
2026-02-15 18:00:00,18:00 - 18:15,12447.4,18602.8,7562.1,3249.18,7562.1
2026-02-15 18:15:00,18:15 - 18:30,13117.4,18281.6,7431.4,3560.09,7431.4
2026-02-15 18:30:00,18:30 - 18:45,14351.8,16475.8,7641.9,3629.32,7641.9
2026-02-15 18:45:00,18:45 - 19:00,14692.1,16423.3,7899.4,3663.35,7899.4
2026-02-15 19:00:00,19:00 - 19:15,14142.7,16271.1,7659.3,3560.9,7659.3
2026-02-15 19:15:00,19:15 - 19:30,14172.1,15943.5,7619.7,3560.9,7619.7
2026-02-15 19:30:00,19:30 - 19:45,13153.0,16933.2,7776.0,3500.04,7776.0
2026-02-15 19:45:00,19:45 - 20:00,12247.9,17186.5,7233.6,3209.18,7233.6
2026-02-15 20:00:00,20:00 - 20:15,13007.8,17120.8,8000.92,3250.43,8000.92
2026-02-15 20:15:00,20:15 - 20:30,13141.8,17261.5,8117.31,3250.68,8117.31
2026-02-15 20:30:00,20:30 - 20:45,13347.4,18327.5,8313.9,3209.32,8313.9
2026-02-15 20:45:00,20:45 - 21:00,13447.9,18882.5,8147.2,3170.33,8147.2
2026-02-15 21:00:00,21:00 - 21:15,12141.1,20117.3,7393.8,2919.8,7393.8
2026-02-15 21:15:00,21:15 - 21:30,11803.9,21622.9,7461.1,2856.96,7461.1
2026-02-15 21:30:00,21:30 - 21:45,12000.6,22498.1,7654.3,2911.61,7654.3
2026-02-15 21:45:00,21:45 - 22:00,12037.3,22987.7,7837.0,2908.4,7837.0
2026-02-15 22:00:00,22:00 - 22:15,12132.4,23371.0,7685.0,2900.22,7685.0
2026-02-15 22:15:00,22:15 - 22:30,12460.2,24135.8,7723.6,2856.62,7723.6
2026-02-15 22:30:00,22:30 - 22:45,12362.7,25301.8,7529.5,2849.93,7529.5
2026-02-15 22:45:00,22:45 - 23:00,12249.0,26129.2,7527.7,2830.67,7527.7
2026-02-15 23:00:00,23:00 - 23:15,12035.4,26845.2,7401.55,2750.49,7401.55
2026-02-15 23:15:00,23:15 - 23:30,11700.7,27204.0,7317.4,2691.9,7317.4
2026-02-15 23:30:00,23:30 - 23:45,11707.7,26646.4,7274.0,2691.1,7274.0
2026-02-15 23:45:00,23:45 - 24:00,11596.7,26972.1,7074.4,2519.59,7074.4
2026-02-16 00:00:00,00:00 - 00:15,14095.8,24869.4,7962.9,2856.05,7962.9
2026-02-16 00:15:00,00:15 - 00:30,15062.4,26047.7,8558.3,2856.71,8558.3
2026-02-16 00:30:00,00:30 - 00:45,15686.3,26770.6,8972.9,2899.38,8972.9
2026-02-16 00:45:00,00:45 - 01:00,15547.8,26480.3,8602.4,2856.83,8602.4
2026-02-16 01:00:00,01:00 - 01:15,16047.2,27396.4,8714.1,2856.51,8714.1
2026-02-16 01:15:00,01:15 - 01:30,15770.4,27423.1,8391.86,2839.2,8391.86
2026-02-16 01:30:00,01:30 - 01:45,16107.8,27694.7,8333.0,2830.68,8333.0
2026-02-16 01:45:00,01:45 - 02:00,16160.5,28107.3,8348.7,2830.28,8348.7
2026-02-16 02:00:00,02:00 - 02:15,16213.8,28112.9,8479.9,2830.71,8479.9
2026-02-16 02:15:00,02:15 - 02:30,16684.0,28177.2,8902.24,2839.95,8902.24
2026-02-16 02:30:00,02:30 - 02:45,16807.6,28369.0,9182.0,2856.27,9182.0
2026-02-16 02:45:00,02:45 - 03:00,17056.0,28519.0,9438.2,2856.72,9438.2
2026-02-16 03:00:00,03:00 - 03:15,17137.6,28730.4,9568.3,2856.65,9568.3
2026-02-16 03:15:00,03:15 - 03:30,17237.6,28595.7,9673.6,2856.95,9673.6
2026-02-16 03:30:00,03:30 - 03:45,17218.6,28561.3,9673.17,2900.96,9673.17
2026-02-16 03:45:00,03:45 - 04:00,17344.6,28409.7,9852.2,2919.8,9852.2
2026-02-16 04:00:00,04:00 - 04:15,17738.6,27558.2,10149.7,3096.79,10149.7
2026-02-16 04:15:00,04:15 - 04:30,17782.4,26741.9,10208.5,3098.66,10208.5
2026-02-16 04:30:00,04:30 - 04:45,17617.4,25634.1,9628.6,3170.28,9628.6
2026-02-16 04:45:00,04:45 - 05:00,16391.0,24776.0,8933.7,3100.08,8933.7
2026-02-16 05:00:00,05:00 - 05:15,17579.4,22432.8,9405.7,3339.27,9405.7
2026-02-16 05:15:00,05:15 - 05:30,17419.1,20612.5,9250.8,3599.95,9250.8
2026-02-16 05:30:00,05:30 - 05:45,17887.2,18342.2,9429.7,3815.52,9429.7
2026-02-16 05:45:00,05:45 - 06:00,18385.9,17371.6,9708.8,4040.12,9708.8
2026-02-16 06:00:00,06:00 - 06:15,18299.2,14060.5,9174.8,4399.87,9174.8
2026-02-16 06:15:00,06:15 - 06:30,19065.1,12835.2,8870.8,4759.49,8870.8
2026-02-16 06:30:00,06:30 - 06:45,21200.8,11835.2,9034.3,5800.52,9034.3
2026-02-16 06:45:00,06:45 - 07:00,23319.4,12403.8,9760.2,10000.0,9760.2
2026-02-16 07:00:00,07:00 - 07:15,25491.8,11486.2,8882.6,10000.0,8882.6
2026-02-16 07:15:00,07:15 - 07:30,26488.5,10954.9,8351.29,10000.0,8351.29
2026-02-16 07:30:00,07:30 - 07:45,26904.5,10969.8,8366.2,10000.0,8366.2
2026-02-16 07:45:00,07:45 - 08:00,25541.5,11426.7,8823.1,10000.0,8823.1
2026-02-16 08:00:00,08:00 - 08:15,25373.5,13641.4,10947.8,10000.0,10947.8
2026-02-16 08:15:00,08:15 - 08:30,23330.9,14706.3,11832.3,5800.25,11832.3
2026-02-16 08:30:00,08:30 - 08:45,21689.3,14838.3,10627.98,4500.41,10627.98
2026-02-16 08:45:00,08:45 - 09:00,20480.7,15265.7,10795.97,3760.99,10795.97
2026-02-16 09:00:00,09:00 - 09:15,20003.2,16480.5,11825.9,3931.09,11825.9
2026-02-16 09:15:00,09:15 - 09:30,21610.0,18254.7,12371.9,3560.24,12371.9
2026-02-16 09:30:00,09:30 - 09:45,19194.0,17095.2,11480.5,3699.98,11480.5
2026-02-16 09:45:00,09:45 - 10:00,17054.3,17900.8,10059.61,3159.69,10059.61
2026-02-16 10:00:00,10:00 - 10:15,18145.6,19896.5,9760.71,2800.72,9760.71
2026-02-16 10:15:00,10:15 - 10:30,16903.1,21317.5,9794.33,2400.44,9794.33
2026-02-16 10:30:00,10:30 - 10:45,14531.0,22062.8,8373.26,2839.25,8373.26
2026-02-16 10:45:00,10:45 - 11:00,13800.3,23836.8,8336.5,2550.69,8336.5
2026-02-16 11:00:00,11:00 - 11:15,15994.3,27155.1,9775.8,2370.67,9775.8
2026-02-16 11:15:00,11:15 - 11:30,15811.3,28527.8,9765.3,2420.52,9765.3
2026-02-16 11:30:00,11:30 - 11:45,16186.0,30573.0,10077.2,2320.53,10077.2
2026-02-16 11:45:00,11:45 - 12:00,16071.9,32745.6,10157.56,2130.67,10157.56
2026-02-16 12:00:00,12:00 - 12:15,14710.7,35533.0,10150.5,2130.7,10150.5
2026-02-16 12:15:00,12:15 - 12:30,14154.6,36397.1,10363.6,2280.58,10363.6
2026-02-16 12:30:00,12:30 - 12:45,13797.6,37690.7,10081.9,2227.72,10081.9
2026-02-16 12:45:00,12:45 - 13:00,15653.6,40686.7,11516.73,2220.03,11516.73
2026-02-16 13:00:00,13:00 - 13:15,13652.8,40667.5,9120.4,2030.9,9120.4
2026-02-16 13:15:00,13:15 - 13:30,13414.0,41464.4,9483.24,2080.36,9483.24
2026-02-16 13:30:00,13:30 - 13:45,13324.6,41802.1,9752.27,2065.49,9752.27
2026-02-16 13:45:00,13:45 - 14:00,13238.3,41179.5,9743.66,2130.34,9743.66
2026-02-16 14:00:00,14:00 - 14:15,14507.2,38813.5,9183.19,2280.57,9183.19
2026-02-16 14:15:00,14:15 - 14:30,14320.0,38388.6,9040.73,2280.96,9040.73
2026-02-16 14:30:00,14:30 - 14:45,14459.2,36990.7,8828.83,2450.31,8828.83
2026-02-16 14:45:00,14:45 - 15:00,14508.5,36326.9,8705.96,2459.36,8705.96
2026-02-16 15:00:00,15:00 - 15:15,15324.3,33155.1,8679.71,2470.72,8679.71
2026-02-16 15:15:00,15:15 - 15:30,16001.5,31994.3,8285.36,2600.73,8285.36
2026-02-16 15:30:00,15:30 - 15:45,16157.8,27892.3,8544.35,2846.07,8544.35
2026-02-16 15:45:00,15:45 - 16:00,16429.8,26602.8,8979.2,2859.1,8979.2
2026-02-16 16:00:00,16:00 - 16:15,15143.0,24269.8,8267.4,2856.11,8267.4
2026-02-16 16:15:00,16:15 - 16:30,14637.3,22362.9,7713.3,2830.3,7713.3
2026-02-16 16:30:00,16:30 - 16:45,14294.2,21085.6,7741.82,2856.07,7741.82
2026-02-16 16:45:00,16:45 - 17:00,16180.2,20825.0,9506.0,3090.25,9506.0
2026-02-16 17:00:00,17:00 - 17:15,15342.7,19306.2,9656.36,3204.7,9656.36
2026-02-16 17:15:00,17:15 - 17:30,16265.2,18324.2,10277.2,3430.58,10277.2
2026-02-16 17:30:00,17:30 - 17:45,17155.7,17790.8,11708.0,3910.32,11708.0
2026-02-16 17:45:00,17:45 - 18:00,17526.6,17218.9,11554.64,4050.91,11554.64
2026-02-16 18:00:00,18:00 - 18:15,17700.9,14713.3,10693.69,4500.38,10693.69
2026-02-16 18:15:00,18:15 - 18:30,20025.0,13929.0,10973.9,6000.43,10973.9
2026-02-16 18:30:00,18:30 - 18:45,21360.0,13093.9,10416.8,9001.72,10416.8
2026-02-16 18:45:00,18:45 - 19:00,21419.0,13193.4,10517.4,9200.11,10517.4
2026-02-16 19:00:00,19:00 - 19:15,19813.9,12998.1,10214.9,6000.71,10214.9
2026-02-16 19:15:00,19:15 - 19:30,19627.5,13149.7,10065.7,6000.37,10065.7
2026-02-16 19:30:00,19:30 - 19:45,18156.8,13236.5,9865.79,5450.21,9865.79
2026-02-16 19:45:00,19:45 - 20:00,16642.1,13801.7,9832.9,4399.53,9832.9
2026-02-16 20:00:00,20:00 - 20:15,15635.9,14682.4,9366.2,4170.78,9366.2
2026-02-16 20:15:00,20:15 - 20:30,15584.3,14932.1,9333.6,4066.81,9333.6
2026-02-16 20:30:00,20:30 - 20:45,15006.9,15672.9,9449.6,3849.85,9449.6
2026-02-16 20:45:00,20:45 - 21:00,14614.9,15905.4,9099.7,3779.13,9099.7
2026-02-16 21:00:00,21:00 - 21:15,14316.1,16365.0,9320.4,3619.84,9320.4
2026-02-16 21:15:00,21:15 - 21:30,13606.2,17382.0,9029.63,3470.38,9029.63
2026-02-16 21:30:00,21:30 - 21:45,13401.6,18300.1,9031.4,3396.43,9031.4
2026-02-16 21:45:00,21:45 - 22:00,13670.6,19184.8,9310.5,3349.9,9310.5
2026-02-16 22:00:00,22:00 - 22:15,13804.4,19953.4,8968.3,3269.06,8968.3
2026-02-16 22:15:00,22:15 - 22:30,13996.5,20859.8,8923.2,3204.71,8923.2
2026-02-16 22:30:00,22:30 - 22:45,14053.6,21711.9,8787.9,3204.04,8787.9
2026-02-16 22:45:00,22:45 - 23:00,13779.4,22317.4,8404.6,3160.91,8404.6
2026-02-16 23:00:00,23:00 - 23:15,13701.5,23228.4,8108.49,3112.53,8108.49
2026-02-16 23:15:00,23:15 - 23:30,13378.5,23683.3,7857.95,3100.27,7857.95
2026-02-16 23:30:00,23:30 - 23:45,13232.3,24141.9,7747.99,3000.65,7747.99
2026-02-16 23:45:00,23:45 - 24:00,13262.6,24201.1,7706.92,3000.52,7706.92
2026-02-17 00:00:00,00:00 - 00:15,13796.8,25366.9,8210.7,2861.49,8210.7
2026-02-17 00:15:00,00:15 - 00:30,14741.3,26510.1,8642.1,2948.78,8642.1
2026-02-17 00:30:00,00:30 - 00:45,15822.6,27937.1,9429.5,2964.98,9429.5
2026-02-17 00:45:00,00:45 - 01:00,15639.9,27882.5,9056.1,2964.21,9056.1
2026-02-17 01:00:00,01:00 - 01:15,15789.0,28086.9,9006.9,2948.64,9006.9
2026-02-17 01:15:00,01:15 - 01:30,15778.8,28301.6,8899.47,2900.72,8899.47
2026-02-17 01:30:00,01:30 - 01:45,16120.0,28294.1,8961.2,2900.81,8961.2
2026-02-17 01:45:00,01:45 - 02:00,16130.4,28582.8,8999.7,2900.53,8999.7
2026-02-17 02:00:00,02:00 - 02:15,16338.8,28422.3,9185.14,2948.03,9185.14
2026-02-17 02:15:00,02:15 - 02:30,16650.2,28489.3,9485.65,2948.39,9485.65
2026-02-17 02:30:00,02:30 - 02:45,16805.9,28655.6,9643.94,2948.51,9643.94
2026-02-17 02:45:00,02:45 - 03:00,17000.4,28827.8,9840.92,2948.9,9840.92
2026-02-17 03:00:00,03:00 - 03:15,16943.9,28919.6,9785.16,2948.41,9785.16
2026-02-17 03:15:00,03:15 - 03:30,16939.5,28854.9,9785.72,2948.32,9785.72
2026-02-17 03:30:00,03:30 - 03:45,17121.1,28825.7,9985.8,2950.31,9985.8
2026-02-17 03:45:00,03:45 - 04:00,17229.4,28839.1,10065.7,2964.34,10065.7
2026-02-17 04:00:00,04:00 - 04:15,16957.3,28267.3,9809.8,2964.5,9809.8
2026-02-17 04:15:00,04:15 - 04:30,17127.3,26741.9,9866.2,3055.07,9866.2
2026-02-17 04:30:00,04:30 - 04:45,17194.8,25668.1,10092.4,3097.2,10092.4
2026-02-17 04:45:00,04:45 - 05:00,16089.3,24878.9,9095.8,2964.68,9095.8
2026-02-17 05:00:00,05:00 - 05:15,15822.5,21993.8,9216.6,3067.93,9216.6
2026-02-17 05:15:00,05:15 - 05:30,16024.5,19777.1,8485.3,3200.07,8485.3
2026-02-17 05:30:00,05:30 - 05:45,16856.9,17254.6,8555.96,3699.62,8555.96
2026-02-17 05:45:00,05:45 - 06:00,17061.3,16158.3,8742.89,3750.09,8742.89
2026-02-17 06:00:00,06:00 - 06:15,17103.9,13627.4,8342.4,3901.69,8342.4
2026-02-17 06:15:00,06:15 - 06:30,18014.0,11967.2,8043.0,4959.05,8043.0
2026-02-17 06:30:00,06:30 - 06:45,19743.0,11213.1,8598.3,6500.18,8598.3
2026-02-17 06:45:00,06:45 - 07:00,21740.8,12128.0,9632.9,10000.0,9632.9
2026-02-17 07:00:00,07:00 - 07:15,25414.5,11944.6,9489.49,10000.0,9489.49
2026-02-17 07:15:00,07:15 - 07:30,27106.1,11855.3,9400.2,10000.0,9400.2
2026-02-17 07:30:00,07:30 - 07:45,27358.4,11810.6,9355.46,10000.0,9355.46
2026-02-17 07:45:00,07:45 - 08:00,26186.7,12189.8,9734.7,10000.0,9734.7
2026-02-17 08:00:00,08:00 - 08:15,23967.2,14895.2,12270.9,8898.84,12270.9
2026-02-17 08:15:00,08:15 - 08:30,22295.5,16268.1,11976.1,4749.95,11976.1
2026-02-17 08:30:00,08:30 - 08:45,20300.5,16791.9,10346.9,4025.3,10346.9
2026-02-17 08:45:00,08:45 - 09:00,19558.8,17259.1,10515.48,3500.36,10515.48
2026-02-17 09:00:00,09:00 - 09:15,18917.0,18652.5,11437.3,3035.98,11437.3
2026-02-17 09:15:00,09:15 - 09:30,19296.7,19704.0,11621.34,3040.87,11621.34
2026-02-17 09:30:00,09:30 - 09:45,18370.2,20878.9,10779.16,2850.79,10779.16
2026-02-17 09:45:00,09:45 - 10:00,17531.4,20752.3,11424.3,2999.12,11424.3
2026-02-17 10:00:00,10:00 - 10:15,18056.7,21827.0,10813.16,2750.65,10813.16
2026-02-17 10:15:00,10:15 - 10:30,17104.4,22956.9,11050.3,2560.31,11050.3
2026-02-17 10:30:00,10:30 - 10:45,17574.4,25847.7,11649.4,2964.37,11649.4
2026-02-17 10:45:00,10:45 - 11:00,16905.6,27115.5,11222.0,2709.03,11222.0
2026-02-17 11:00:00,11:00 - 11:15,17321.2,29500.2,11475.4,2560.19,11475.4
2026-02-17 11:15:00,11:15 - 11:30,17645.7,30721.9,11533.0,2660.13,11533.0
2026-02-17 11:30:00,11:30 - 11:45,17739.3,32643.6,11519.7,2510.41,11519.7
2026-02-17 11:45:00,11:45 - 12:00,17681.3,34999.7,11583.8,2320.54,11583.8
2026-02-17 12:00:00,12:00 - 12:15,16614.9,37225.4,11107.3,2022.23,11107.3
2026-02-17 12:15:00,12:15 - 12:30,16620.2,38592.0,11239.2,2000.51,11239.2
2026-02-17 12:30:00,12:30 - 12:45,16206.2,39805.8,11644.04,2130.65,11644.04
2026-02-17 12:45:00,12:45 - 13:00,15970.0,41241.7,13250.2,2227.88,13250.2
2026-02-17 13:00:00,13:00 - 13:15,15624.9,43073.9,12755.07,2150.88,12755.07
2026-02-17 13:15:00,13:15 - 13:30,15332.2,44009.7,12633.02,2096.38,12633.02
2026-02-17 13:30:00,13:30 - 13:45,15434.8,43627.4,12924.15,2130.01,12924.15
2026-02-17 13:45:00,13:45 - 14:00,15467.3,43358.6,12862.3,2179.05,12862.3
2026-02-17 14:00:00,14:00 - 14:15,15879.7,41122.2,11154.18,1980.8,11154.18
2026-02-17 14:15:00,14:15 - 14:30,15741.0,40482.6,11157.84,2080.5,11157.84
2026-02-17 14:30:00,14:30 - 14:45,16042.9,39045.4,10897.17,2109.07,10897.17
2026-02-17 14:45:00,14:45 - 15:00,16500.0,38446.0,11784.36,2420.17,11784.36
2026-02-17 15:00:00,15:00 - 15:15,16525.1,35645.0,10305.64,2300.72,10305.64
2026-02-17 15:15:00,15:15 - 15:30,16594.6,33966.8,10071.25,2530.23,10071.25
2026-02-17 15:30:00,15:30 - 15:45,16676.7,30079.1,10114.11,2639.62,10114.11
2026-02-17 15:45:00,15:45 - 16:00,17086.7,28550.9,10385.3,2800.2,10385.3
2026-02-17 16:00:00,16:00 - 16:15,15791.6,25770.1,9470.31,2600.7,9470.31
2026-02-17 16:15:00,16:15 - 16:30,14354.2,24328.2,9091.1,2580.14,9091.1
2026-02-17 16:30:00,16:30 - 16:45,14106.1,23010.0,8814.4,2550.01,8814.4
2026-02-17 16:45:00,16:45 - 17:00,14044.7,21862.6,8732.0,2530.88,8732.0
2026-02-17 17:00:00,17:00 - 17:15,12858.3,20027.9,8174.0,2580.98,8174.0
2026-02-17 17:15:00,17:15 - 17:30,12913.2,18927.6,8203.3,2964.74,8203.3
2026-02-17 17:30:00,17:30 - 17:45,13049.2,18091.6,9307.9,3140.02,9307.9
2026-02-17 17:45:00,17:45 - 18:00,14075.4,17397.1,9481.0,3479.92,9481.0
2026-02-17 18:00:00,18:00 - 18:15,15732.0,15342.3,9650.8,4154.29,9650.8
2026-02-17 18:15:00,18:15 - 18:30,18040.3,14008.5,10270.6,5450.53,10270.6
2026-02-17 18:30:00,18:30 - 18:45,19457.2,13377.7,10111.6,6100.35,10111.6
2026-02-17 18:45:00,18:45 - 19:00,19565.3,13548.6,10243.5,6000.94,10243.5
2026-02-17 19:00:00,19:00 - 19:15,18116.4,13194.1,10144.29,6000.02,10144.29
2026-02-17 19:15:00,19:15 - 19:30,18211.5,13529.9,10189.0,5600.8,10189.0
2026-02-17 19:30:00,19:30 - 19:45,17049.3,13663.4,9904.2,4980.25,9904.2
2026-02-17 19:45:00,19:45 - 20:00,15843.9,14247.8,9688.5,4116.83,9688.5
2026-02-17 20:00:00,20:00 - 20:15,14839.7,14542.4,9203.89,3779.4,9203.89
2026-02-17 20:15:00,20:15 - 20:30,14472.0,14774.4,9229.85,3699.56,9229.85
2026-02-17 20:30:00,20:30 - 20:45,14409.3,15702.9,9327.1,3599.93,9327.1
2026-02-17 20:45:00,20:45 - 21:00,14436.2,16253.4,9399.2,3599.86,9399.2
2026-02-17 21:00:00,21:00 - 21:15,13101.2,17311.0,8761.2,3396.16,8761.2
2026-02-17 21:15:00,21:15 - 21:30,12809.2,18664.4,8561.2,3125.98,8561.2
2026-02-17 21:30:00,21:30 - 21:45,13561.9,19343.1,9247.9,3179.64,9247.9
2026-02-17 21:45:00,21:45 - 22:00,13659.1,20253.8,9442.1,3179.85,9442.1
2026-02-17 22:00:00,22:00 - 22:15,13733.2,20799.4,8931.4,3179.47,8931.4
2026-02-17 22:15:00,22:15 - 22:30,13798.5,21848.3,8704.9,3125.65,8704.9
2026-02-17 22:30:00,22:30 - 22:45,13650.0,22891.0,8273.2,3125.02,8273.2
2026-02-17 22:45:00,22:45 - 23:00,13777.1,23811.3,8414.9,3090.5,8414.9
2026-02-17 23:00:00,23:00 - 23:15,13311.9,24767.0,7996.0,2981.86,7996.0
2026-02-17 23:15:00,23:15 - 23:30,12883.2,25368.4,7659.7,2964.37,7659.7
2026-02-17 23:30:00,23:30 - 23:45,12760.9,25649.2,7536.5,2948.75,7536.5
2026-02-17 23:45:00,23:45 - 24:00,12794.4,25625.2,7279.4,2948.09,7279.4
2026-02-18 00:00:00,00:00 - 00:15,14137.0,26010.9,8082.1,2950.75,8082.1
2026-02-18 00:15:00,00:15 - 00:30,15004.8,27466.6,8683.34,2999.27,8683.34
2026-02-18 00:30:00,00:30 - 00:45,15942.0,28638.8,9210.99,3067.04,9210.99
2026-02-18 00:45:00,00:45 - 01:00,16006.1,28676.0,9096.8,3040.32,9096.8
2026-02-18 01:00:00,01:00 - 01:15,16192.4,28894.8,9040.8,2980.56,9040.8
2026-02-18 01:15:00,01:15 - 01:30,15988.5,29171.5,8697.3,2950.93,8697.3
2026-02-18 01:30:00,01:30 - 01:45,16582.0,29422.0,8978.71,2964.16,8978.71
2026-02-18 01:45:00,01:45 - 02:00,16394.2,29732.1,8918.47,2948.94,8918.47
2026-02-18 02:00:00,02:00 - 02:15,16676.4,29656.3,9219.38,2948.64,9219.38
2026-02-18 02:15:00,02:15 - 02:30,16937.1,29918.0,9457.8,2950.29,9457.8
2026-02-18 02:30:00,02:30 - 02:45,17299.1,30046.5,9789.38,2964.3,9789.38
2026-02-18 02:45:00,02:45 - 03:00,17562.7,30146.3,10064.4,2964.64,10064.4
2026-02-18 03:00:00,03:00 - 03:15,17519.0,30345.1,10026.96,2964.28,10026.96
2026-02-18 03:15:00,03:15 - 03:30,17445.2,30263.3,9963.9,2964.09,9963.9
2026-02-18 03:30:00,03:30 - 03:45,17701.9,30243.4,10216.19,2964.45,10216.19
2026-02-18 03:45:00,03:45 - 04:00,17838.5,30234.8,10352.78,2964.75,10352.78
2026-02-18 04:00:00,04:00 - 04:15,17765.0,29747.8,10251.49,2979.13,10251.49
2026-02-18 04:15:00,04:15 - 04:30,17608.0,27899.6,9938.01,3065.25,9938.01
2026-02-18 04:30:00,04:30 - 04:45,17602.6,26809.7,10117.47,3097.36,10117.47
2026-02-18 04:45:00,04:45 - 05:00,16557.9,25595.9,9019.39,3096.09,9019.39
2026-02-18 05:00:00,05:00 - 05:15,16383.5,22615.5,9400.5,3175.56,9400.5
2026-02-18 05:15:00,05:15 - 05:30,16868.4,20174.4,8875.42,3380.64,8875.42
